,TotalEmployees,TotalEmployeesIndia,Rating,UrlName,CompanyType,Name,CompanyReviewsLive,CompanySalaries,InterviewExperiencesLive,Age,ShortName,Logo,HQCountry,headquaters,CompanyJobsLive,HQUrlName,CompanyId,location_count,industry_string,Subscribed
8401,201-500,,4.08,rama-group,Private,Rama group,55,306,2,32,Rama group,rama-group,India,"Pune,Maharashtra",9,pune,305358,16,"Real Estate,Engineering & Construction",0
8402,201-500,,3.63,chandusoft-technologies,Private,Chandusoft Technologies,55,253,0,11,Chandusoft Technologies,chandusoft-technologies,India,Bengaluru,0,bengaluru,326043,3,IT Services & Consulting,0
8403,11-50,51-200,3.87,hr-food-processing,,HR Food Processing,55,159,1,12,HR Food Processing,,India,Ranchi,2,ranchi,374445,7,Food Processing,0
8404,1001-5000,,3.71,ani-instruments,Private,Ani Instruments Pvt. Ltd,55,105,1,33,Ani Instruments,ani-instruments,India,Mumbai,0,mumbai,375716,17,Electrical Equipment,0
8405,50001-100000,,4.46,bd,Private,BD,55,313,0,125,BD,bd,United States (USA),"Franklin Lakes,New Jersey",1,,4657,10,"Healthcare / Pharma,Manufacturing,Medical Devices & Equipment",0
8406,501-1000,201-500,2.7800000000000002,east-african-i-overseas-dehradun,Private,East African (I) Overseas Dehradun,55,244,4,42,East African (I) Overseas Dehradun,east-african-i-overseas-dehradun,India,Dehradun,0,dehradun,34627,2,"Biotech & Life sciences,Pharmaceutical & Life Sciences",0
8407,51-200,51-200,4.5,quaere-e-technologies-pvt-ltd,Private,Quaere e-Technologies Pvt. Ltd.,55,70,0,15,Quaere e-Technologies,quaere-e-technologies-pvt-ltd,India,"Lucknow,Uttar Pradesh",3,lucknow,27356,1,IT Services & Consulting,0
8408,501-1000,,4.05,apollo-life,Private,Apollo Life,55,339,1,14,Apollo Life,apollo-life,India,"Hyderabad/Secunderabad,Telangana",0,hyderabad,301827,10,Medical Services / Hospital,0
8409,1001-5000,,4.24,innovative-logistics,Private,Innovative Logistics,55,121,0,6,Innovative Logistics,innovative-solutions,India,Mumbai,0,mumbai,298074,18,Courier / Logistics,0
8410,51-200,,3.75,king-plastic-group,,King Plastic Group,55,25,0,36,King Plastic Group,king-plastic-group,Singapore,Singapore,0,,303376,22,Petrochemical / Plastics / Rubber,0
8411,201-500,51-200,3.65,salasar-techno-engineering,Public,Salasar Techno Engineering Ltd,55,376,3,16,Salasar Techno Engineering,salasar-techno-engineering,India,New Delhi,1,new-delhi,320939,7,Engineering & Construction,0
8412,201-500,501-1000,3.22,yaantra,Private,Yaantra,55,278,1,9,Yaantra,yaantra-299297,India,"Delhi,NCT",0,,299297,7,"Internet,Hardware & Networking",0
8413,5001-10000,201-500,4.48,bgr-mining-infra,Private,bgr mining infra pvt Ltd,55,217,2,34,bgr Mining infra pvt Ltd ,bgr-mining-infra,India,Hyderabad,0,hyderabad,284132,5,Metals & Mining,0
8414,201-500,,3.81,indus-projects,Private,Indus Projects Limited,55,183,3,21,Indus Projects,indus-projects,India,Hyderabad,1,hyderabad,284478,7,Engineering & Construction,0
8415,,51-200,4.33,njs-engineers-india,Private,NJS ENGINEERS INDIA PVT LTD,55,181,0,15,Njs Engineers India,njs-engineers-india,India,Pune,0,pune,284709,12,Water Treatment / Waste Management,0
8416,501-1000,,3.32,mba-consulting,Private,M.B.A Consulting India Pvt. Ltd.,55,221,3,9,M.B.A Consulting India,mba-consulting,India,Noida,0,noida,312455,3,Financial Services,0
8417,201-500,51-200,3.98,tresor-systems,Private,TRESOR SYSTEMS PVT. LTD,55,266,2,13,Tresor Systems,tresor-systems,India,New Delhi,0,new-delhi,316726,10,Retail,0
8418,201-500,51-200,3.86,icl-fincorp,Private,Icl fincorp,55,252,2,23,Icl Fincorp,icl-fincorp,India,"Thrissur/Trichur,Kerala",1,thrissur,286626,9,Financial Services,0
8419,1001-5000,,4.02,uber-eats,Private,Uber eats,55,277,3,8,Uber eats,uber-eats,United States (USA),"San Francisco,California",0,,391908,20,Internet,0
8420,51-200,,4.78,digital-academy-360,Private,Digital Academy 360,55,75,0,7,Digital Academy 360,digital-academy-360,India,"Bangalore/Bengaluru,Karnataka",0,bengaluru,369887,5,Education / Training,0
8421,10001-50000,,3.73,gsrtc,Public,gsrtc,55,132,3,62,Gsrtc,gsrtc,India,Ahmedabad,0,ahmedabad,368566,18,Urban Transport,0
8422,1001-5000,11-50,4.23,pan-india-foods-solutions,Private,Pan India foods solutions,55,74,0,22,Pan India foods Solutions,pan-india-foods-solutions,India,Mumbai,0,mumbai,405240,6,Food Processing,0
8423,,,4.04,reliance-infocomm-engineering,Private,RELIANCE INFOCOMM ENGINEERING LIMITED,55,670,1,0,Reliance Infocomm Engineering,,India,Mumbai,0,mumbai,393111,32,Telecom / ISP,0
8424,501-1000,501-1000,2.88,propshop,Private,propshop,55,402,3,8,Propshop,propshop,India,"Noida,Uttar Pradesh",20,noida,394098,1,Real Estate,0
8425,501-1000,501-1000,3.58,excell-autovista,Private,Excell Autovista,55,273,1,18,Excell Autovista,excell-autovista,India,"Mumbai,Maharashtra",0,mumbai,237456,3,Automobile,0
8426,51-200,51-200,4.42,kirloskar-technologies,,Kirloskar Technologies,55,189,2,29,Kirloskar Technologies,kirloskar-technologies,India,New Delhi,1,new-delhi,234630,15,Medical Devices & Equipment,0
8427,201-500,201-500,2.75,rpp-infra-projects-ltd-dot,Public,RPP Infra Projects Ltd.,55,411,8,34,RPP Infra Projects,rpp-infra-projects-ltd-dot,India,"Chennai,Tamil Nadu",0,chennai,254915,11,Engineering & Construction,0
8428,501-1000,51-200,3.47,shrachi-group,Private,Shrachi Group,55,176,0,56,Shrachi Group,shrachi-group,India,Kolkata,28,kolkata,214078,7,"Manufacturing,Real Estate",0
8429,#N/A,,3.64,school-of-scholars,4655787,School of Scholars,55,947,7,22,School of Scholars,school-of-scholars,India,"Nagpur,Maharashtra",0,nagpur,214648,18,Education / Training,0
8430,501-1000,,3.6,ultratech-india,Private,Ultratech India,55,361,0,30,Ultratech India,ultratech,India,Navi Mumbai,0,navi-mumbai,15034,23,Pharmaceutical & Life Sciences,0
8431,201-500,51-200,3.73,tejora-technologies,Private,Tejora Technologies,55,383,1,19,Tejora ,tejora-technologies,India,Mumbai,40,mumbai,6275,4,IT Services & Consulting,0
8432,1001-5000,,3.58,ktm,Private,KTM,55,153,0,69,KTM,ktm,Austria,Mattighofen,0,,18947,30,"Automobile,Industrial Equipment / Machinery,Urban Transport",0
8433,11-50,51-200,4.29,kumon-india-education,Private,Kumon India Education,55,179,3,18,Kumon India Education,kumon-india-education,India,"New Delhi,Delhi",0,new-delhi,27854,14,Education / Training,0
8434,201-500,51-200,3.8200000000000003,condor-footwear,Public,Condor Footwear,55,248,2,27,Condor Footwear,condor-footwear,India,"Surat,Gujarat",2,surat,28583,7,"Consumer goods,Manufacturing,Textile & Apparel",0
8435,1001-5000,,3.88,gsecl,Private,GSECL,55,126,0,29,GSECL,gsecl,India,Vadodara,0,vadodara,9423,10,"Federal Agencies,Government / Public Administration",0
8436,501-1000,,4.01,kribhco-shyam-fertilizers,Public,Kribhco Shyam Fertilizers,55,156,0,27,KRIBHCO Fertilizers Limited,kribhco-shyam-fertilizers,India,Noida,0,noida,2680,7,"Agriculture / Forestry / Fishing,Fertilizers / Pesticides / Agro chemicals",0
8437,51-200,,4.16,pradot-technologies,Private,Pradot Technologies,55,229,1,23,Pradot Technologies,pradot-technologies,United States (USA),"Indianapolis,Indiana",0,,2965,2,"Medical Services / Hospital,Software Product",0
8438,10001-50000,501-1000,4.63,united-biscuits,Private,United Biscuits,55,163,2,74,United Biscuits,united-biscuits,United Kingdom,Hayes,0,,3693,16,Food Processing,0
8439,501-1000,501-1000,3.83,orange-county-resorts-and-hotels,Private,Orange County Resorts & Hotels,55,107,4,28,Orange County Resorts & Hotels,orange-county-resorts-and-hotels,India,"Bangalore/Bengaluru,Karnataka",3,bengaluru,36677,4,"Travel & Tourism / Hospitality,Hotels & Restaurants",0
8440,501-1000,1001-5000,3.93,simplex-castings,Public,Simplex Castings,55,157,0,52,Simplex Castings,simplex,India,Mumbai,0,mumbai,36787,4,"Industrial Equipment / Machinery,Manufacturing",0
8441,201-500,201-500,3.7800000000000002,afour-technologies,Private,AFour Technologies,55,422,4,15,AFour Technologies,afour-technologies,India,Pune,4,pune,5802,0,"Hardware & Networking,IT Services & Consulting,Software Product",0
8442,501-1000,,3.67,ct-group-of-institutions,Private,CT Group of Institutions,55,105,1,25,CT Group of Institutions,brainware,India,"Jalandhar,Punjab",60,jalandhar,18640,4,Education / Training,0
8443,1001-5000,,3.92,hi-tech-outsourcing-services,Private,HI-Tech Outsourcing Services,55,153,0,30,HI-Tech Outsourcing Services,hi-tech-outsourcing-services,India,Ahmedabad,0,ahmedabad,8872,11,IT Services & Consulting,0
8444,10001-50000,51-200,4.05,bernhard-schulte-shipmanagement,Private,Bernhard Schulte Shipmanagement,55,230,0,139,Bernhard Schulte Shipmanagement,bernhard-schulte-shipmanagement,Germany,"Hamburg,Hamburg",3,,8966,7,"Urban Transport,Ports & Shipping",0
8445,501-1000,1001-5000,3.67,university-of-mumbai,Private,University of Mumbai,55,287,0,165,University of Mumbai,university-of-mumbai,India,Mumbai,0,mumbai,9063,3,Education / Training,0
8446,1001-5000,,4.28,government-of-haryana,Private,Government of Haryana,55,158,0,56,Government of Haryana,government-of-haryana,India,Chandigarh,0,chandigarh,8396,16,"Financial Services,Government / Public Administration",0
8447,11-50,,4.52,the-art-of-living,Private,The Art of Living,55,161,2,41,The Art of Living,the-art-of-living,India,Bengaluru,0,bengaluru,9603,11,NGO / Social Services / Industry Associations,0
8448,501-1000,501-1000,3.08,frontizo-business-services,Private,Frontizo Business Services,55,222,5,10,Frontizo Business Services,frontizo-business-services,India,"Bangalore/Bengaluru,Karnataka",24,bengaluru,389581,2,BPO / Call Centre,0
8449,,,4.66,neugene-international-private-limited,,Neugene International Private Limited,55,7,1,0,Neugene International,neugene-international-private-limited,,,5,,507258,25,,0
8450,,,4.89,bacentric,,BACentric,55,22,2,0,	 BACentric,bacentric,,,10,,525892,1,,0
8451,201-500,51-200,3.5700000000000003,sellcraft-global-solutions-pvt-ltd,,Sellcraft Global Solutions Pvt Ltd,55,456,3,35,Sellcraft Global Solutions,sellcraft-global-solutions-pvt-ltd,India,Pune,4,pune,478193,5,IT Services & Consulting,0
8452,5001-10000,,3.69,h-and-r-johnson-india-a-division-of-prism-johnson-limited-formerly-prism-cement-limited,Public,H & R Johnson (India) - A Division of Prism Johnson Limited (Formerly Prism Cement Limited),55,170,0,64,H & R Johnson (India) - A Division of Prism Johnson Limited (Formerly Prism Cement Limited),h-and-r-johnson-india-a-division-of-prism-johnson-limited-formerly-prism-cement-limited,India,Mumbai,0,mumbai,475820,27,"Building Material,Engineering & Construction",0
8453,201-500,201-500,4.09,press-fit-pipe-and-profile,Partnership,Press Fit Pipe And Profile,55,121,1,43,Press Fit Pipe And Profile ,press-fit-pipe-and-profile,India,"Bhiwandi,Maharashtra",15,bhiwandi,571302,8,"Manufacturing,Electronic Components / Semiconductors",0
8454,51-200,201-500,3.55,beato,Private,BeatO,55,84,1,7,BeatO,beato,India,"Delhi,NCT",20,,583901,2,"Internet,Fitness & Wellness",0
8455,,,3.84,fortis-memorial-research-institute,,Fortis Memorial Research Institute,55,244,2,9,Fortis Memorial Research Institute,fortis-memorial-research-institute,India,Gurgaon,0,gurgaon,503049,0,"Education / Training,Clinical Research / Contract Research",0
8456,201-500,501-1000,4.14,kotak-mahindra-general-insurance-co,Public,kotak mahindra general insurance co ltd,55,491,5,7,Kotak Mahindra General Insurance,kotak-mahindra-general-insurance-co,India,"Mumbai,Maharashtra",4,mumbai,290417,18,"Financial Services,Insurance",0
8457,11-50,51-200,4.1,gia-india-laboratory,,gia india laboratory pvt. ltd,55,221,2,91,Gia India Laboratory,gia-india-laboratory,India,Mumbai,22,mumbai,291806,3,Gems & Jewellery,0
8458,201-500,201-500,4.18,agiliad-technologies,Private,Agiliad Technologies,55,582,4,11,Agiliad Technologies,agiliad-technologies,India,Pune,152,pune,4555,0,Software Product,0
8459,201-500,201-500,3.39,darwinbox,Private,Darwinbox,55,586,12,7,Darwinbox,darwinbox-162212,India,"Hyderabad,Telangana",76,,162212,5,"Internet,Software Product",0
8460,201-500,201-500,3.67,bhavna-corp-dot,Private,Bhavna Corp.,55,356,1,9,Bhavna Corp.,bhavna-corp-dot,India,"Noida,Uttar Pradesh",13,dublin,741081,3,"IT Services & Consulting,Software Product",0
8461,,51-200,3.12,arzooo-dot-com,,Arzooo.com,55,353,6,6,Arzooo.com,arzooo-dot-com,India,"Bangalore,Karnataka",8,,683899,19,Internet,0
8462,1001-5000,201-500,3.52,hetero-biopharma,,Hetero Biopharma,55,355,4,13,Hetero Biopharma,hetero-biopharma,India,Hyderabad,0,hyderabad,589481,0,Pharmaceutical & Life Sciences,0
8463,5001-10000,1001-5000,3.85,tata-docomo,,Tata Docomo,55,254,2,26,Tata Docomo,tata-docomo,India,Mumbai,0,mumbai,590413,23,Telecom / ISP,0
8464,1001-5000,201-500,4.32,mediaocean,Private,Mediaocean,55,353,2,55,Mediaocean,mediaocean,United States,New York,2,,4535,0,"Hardware & Networking,IT Services & Consulting,Software Product",0
8465,201-500,51-200,4.17,transaction-solution-international-india,Private,Transaction Solution International India,55,291,1,17,Transaction Solution International India,transaction-solution-international-india,India,New Delhi,2,new-delhi,184206,7,"Hardware & Networking,IT Services & Consulting,Software Product",0
8466,201-500,201-500,3.65,viswaat-chemicals,Public,viswaat chemicals,55,294,1,24,Viswaat Chemicals,viswaat-chemicals,India,"Mumbai,Maharashtra",8,mumbai,180265,6,"Biotech & Life sciences,Chemicals",0
8467,501-1000,51-200,4.27,b-new-mobiles,Private,B NEW MOBILES,55,259,2,8,B New Mobiles,b-new-mobiles,India,"Hyderabad/Secunderabad,Telangana",16,hyderabad,331386,7,Electronics Manufacturing,0
8468,51-200,201-500,3.85,upstox,Private,Upstox,55,577,11,11,Upstox,upstox-466809,India,"Mumbai,Maharashtra",124,,466809,12,"Financial Services,Internet",0
8469,,1001-5000,4.13,media-dot-net-software-services-india-pvt-ltd,,Media.net Software Services (India) Pvt Ltd,55,578,11,12,Media.net Software Services (India),,United Arab Emirates (UAE),"Dubai,Dubai",28,,446611,4,"Internet,Advertising & Marketing",0
8470,100001+,,4.61,carnival-uk,,Carnival UK,1253,95,1,50,Carnival UK,carnival-uk,United Kingdom,Southampton,0,,247904,2,Sports / Leisure & Recreation,0
8471,5001-10000,,4.14,vasan-health-care,Private,Vasan Health Care,312,114,0,20,Vasan Health Care,vasan-health-care,India,"Chennai,Tamil Nadu",0,chennai,210659,24,Medical Services / Hospital,0
8472,201-500,201-500,3.37,hansa-cequity,Private,Hansa Cequity,129,351,1,14,Hansa Cequity,hansa-cequity-4631,India,"Bangalore,Karnataka",8,,4631,2,"Consulting,Internet,Advertising & Marketing",0
8473,,1001-5000,4.09,rana-sugars,Public,Rana Sugars,54,249,2,30,Rana Sugars,rana-sugars,India,Chandigarh,0,chandigarh,27070,11,"Food Processing,Manufacturing",0
8474,11-50,51-200,4.08,orange-mantra,Private,Orange Mantra,54,330,5,21,Orange Mantra,orange-mantra,India,"Gurgaon/Gurugram,Haryana",85,gurgaon,8154,1,IT Services & Consulting,0
8475,51-200,51-200,3.21,vizexperts,Private,VizExperts,54,193,2,16,VizExperts,vizexperts,India,"Gurgaon,Haryana",2,,2480,3,"Internet,Hardware & Networking,IT Services & Consulting",0
8476,201-500,51-200,3.32,kalyaniwalla-and-mistry,LLP,Kalyaniwalla & Mistry,54,207,3,94,Kalyaniwalla & Mistry,kalyaniwalla-and-mistry,India,Mumbai,3,mumbai,9978,4,Accounting / Auditing,0
8477,201-500,,2.6,future-market-insights,Private,Future Market Insights,54,200,1,8,Future Market Insights,future-market-insights,United Arab Emirates (UAE),"Jumeirah Lakes Towers,Dubai",0,,3210,0,Analytics / KPO / Research,0
8478,201-500,,3.71,mordor-intelligence,Private,Mordor Intelligence,54,394,4,9,Mordor Intelligence,mordor-intelligence,India,"Hyderabad/Secunderabad,Telangana",28,hyderabad,10261,0,"Consulting,Analytics / KPO / Research",0
8479,1001-5000,,3.99,dsm-sinochem-pharmaceuticals,Private,DSM SINOCHEM PHARMACEUTICALS,54,62,1,153,DSM SINOCHEM PHARMACEUTICALS,dsm-sinochem-pharmaceuticals,Netherlands,Rotterdam,0,,14263,9,"Healthcare / Pharma,Manufacturing,Pharmaceutical & Life Sciences",0
8480,51-200,51-200,4.24,applied-solar-technologies-india,Private,Applied Solar Technologies India,54,172,2,14,Applied Solar Technologies India,applied-solar-technologies-india-21124,India,"Noida,Uttar Pradesh",0,,21124,7,"Internet,Manufacturing,Electronics",0
8481,201-500,51-200,3.32,aiets,Private,AIETS,54,112,2,20,AIETS,aiets,India,New Delhi,3,new-delhi,31311,6,"Internet,Education / Training",0
8482,5001-10000,,3.62,bescom,Private,BESCOM,54,214,0,20,BESCOM,bescom,India,Bengaluru,0,bengaluru,24661,4,"Power,Facility Management Services",0
8483,501-1000,201-500,3.24,t2s-software-solutions,Private,T2S Software Solutions,54,366,2,6,T2S Software Solutions,t2s-software-solutions,United Kingdom,"Stoke-on-Trent,England",5,,157080,0,"Financial Services,IT Services & Consulting",0
8484,201-500,201-500,4.2,junglee-games,Private,Junglee Games,54,417,2,10,Junglee Games,junglee-games-161465,India,"Delhi,NCT",6,,161465,3,"Gaming,Internet",0
8485,1001-5000,501-1000,4.03,indira-gandhi-national-open-university,Public,Indira Gandhi National Open University,54,158,0,37,Indira Gandhi National Open University,indira-gandhi-national-open-university,India,"Delhi/NCR,Delhi",0,delhi-ncr,206044,14,Education / Training,0
8486,,,4.36,prabha-industries,,Prabha Industries,54,246,1,52,Prabha Industries,,India,Chennai,0,chennai,201337,8,Chemicals,0
8487,5001-10000,51-200,4.21,karl-storz,Private,KARL STORZ,54,235,2,77,KARL STORZ,karl-storz,Germany,Tuttlingen,0,,161759,11,"Healthcare / Pharma,Manufacturing,Medical Devices & Equipment",0
8488,,,4.14,indus-hospital,,Indus Hospital,54,143,4,15,Indus Hospital,indus-hospital,Pakistan,Karachi,0,,203610,7,Medical Services / Hospital,0
8489,201-500,,2.85,rg-group,Private,RG Group,54,168,0,22,RG Group,rg-group,India,New Delhi,0,new-delhi,203232,4,Real Estate,0
8490,201-500,201-500,3.5300000000000002,encardio-rite-electronics,Private,Encardio Rite Electronics,54,136,0,56,Encardio Rite Electronics,encardio-rite-electronics-pvt,India,Lucknow,2,lucknow,198198,4,Engineering & Construction,0
8491,501-1000,201-500,4.12,fortis-malar-hospital,Public,Fortis Malar Hospital,54,168,1,26,Fortis Malar Hospital,fortis-malar-hospital,India,Chennai,0,chennai,212943,3,"Healthcare / Pharma,Medical Services / Hospital",0
8492,,501-1000,4.29,sagar-ratna-restaurant,Private,Sagar Ratna Restaurant,54,181,0,36,Sagar Ratna Restaurant,sagar-ratna-restaurant,India,New Delhi,0,new-delhi,192740,5,"Financial Services,Hotels & Restaurants",0
8493,,1001-5000,3.62,gic-housing-finance,Public,GIC Housing Finance,54,247,2,33,GIC Housing Finance,gic-housing-finance,India,Mumbai,0,mumbai,192984,19,"Financial Services,NBFC",0
8494,10001-50000,,4.6,areva-t-and-d,Private,AREVA T&D,54,91,5,150,AREVA T&D,areva-t-and-d,France,Paris,0,,215999,13,"Manufacturing,Electronics,Electronic Components / Semiconductors",0
8495,201-500,51-200,2.41,klouddata-labs,4787375,Klouddata Labs,54,79,0,22,Klouddata Labs,klouddata-labs,United States (USA),California,0,,217605,2,"Analytics / KPO / Research,IT Services & Consulting",0
8496,1001-5000,,4.25,d-dot-p-dot-jindal-group,,D.P.Jindal Group,54,163,1,70,D.P.Jindal Group,d-dot-p-dot-jindal-group,India,Gurgaon,0,gurgaon,245613,7,"Iron & Steel,Industrial Equipment / Machinery",0
